-25.0 0.2634045520827464 
-24.5 0.14286185987210406 
-24.0 0.04541895916961393 
-23.5 -0.012231674974801892 
-23.0 -0.019816427406427785 
-22.5 0.023582723322330593 
-22.0 0.10893537223357239 
-21.5 0.2174132174748371 
-21.0 0.32586158149698397 
-20.5 0.41385251827508135 
-20.0 0.46668889740332625 
-19.5 0.47757430154601754 
-19.0 0.44606074231574155 
-18.5 0.3747984304779547 
-18.0 0.27416409659344343 
-17.5 0.16496613706726568 
-17.0 0.06969992867310336 
-16.5 0.006432172303858864 
-16.0 -0.011391198696839064 
-15.5 0.01997454410531394 
-15.0 0.09207413422443257 
-14.5 0.19176414399549754 
-14.0 0.30535630539803443 
-13.5 0.41471988981608027 
-13.0 0.4981365986514082 
-12.5 0.5371434225773045 
-12.0 0.5196878105913317 
-11.5 0.44159918704199486 
-11.0 0.3110094495696649 
-10.5 0.1499475617711724 
-10.0 -0.010164894268575104 
-9.5 -0.13433820447937556 
-9.0 -0.18852583822005675 
-8.5 -0.14653176588390365 
-8.0 -0.0008020093031718369 
-7.5 0.22865789296224276 
-7.0 0.4932744002568275 
-6.5 0.7242593182522805 
-6.0 0.8497666535212156 
-5.5 0.8180260166448374 
-5.0 0.6190407610777227 
-4.5 0.2943873123125875 
-4.0 -0.07147980263989485 
-3.5 -0.3752970549534268 
-3.0 -0.5244136753744095 
-2.5 -0.46392455154071394 
-2.0 -0.19794466418075066 
-1.5 0.2048120896067744 
-1.0 0.6306769550888169 
-0.5 0.9547697652739048 
0.0 1.0761513320289164 
0.5 0.9547697652739048 
1.0 0.6306769550888169 
1.5 0.2048120896067744 
2.0 -0.19794466418075066 
2.5 -0.46392455154071394 
3.0 -0.5244136753744095 
3.5 -0.3752970549534268 
4.0 -0.07147980263989485 
4.5 0.2943873123125875 
5.0 0.6190407610777227 
5.5 0.8180260166448374 
6.0 0.8497666535212156 
6.5 0.7242593182522805 
7.0 0.4932744002568275 
7.5 0.22865789296224276 
8.0 -0.0008020093031718369 
8.5 -0.14653176588390365 
9.0 -0.18852583822005675 
9.5 -0.13433820447937556 
10.0 -0.010164894268575104 
10.5 0.1499475617711724 
11.0 0.3110094495696649 
11.5 0.44159918704199486 
12.0 0.5196878105913317 
12.5 0.5371434225773045 
13.0 0.4981365986514082 
13.5 0.41471988981608027 
14.0 0.30535630539803443 
14.5 0.19176414399549754 
15.0 0.09207413422443257 
15.5 0.01997454410531394 
16.0 -0.011391198696839064 
16.5 0.006432172303858864 
17.0 0.06969992867310336 
17.5 0.16496613706726568 
18.0 0.27416409659344343 
18.5 0.3747984304779547 
19.0 0.44606074231574155 
19.5 0.47757430154601754 
20.0 0.46668889740332625 
20.5 0.41385251827508135 
21.0 0.32586158149698397 
21.5 0.2174132174748371 
22.0 0.10893537223357239 
22.5 0.023582723322330593 
23.0 -0.019816427406427785 
23.5 -0.012231674974801892 
24.0 0.04541895916961393 
24.5 0.14286185987210406 
